Calendar Year,Region,Market Area,Country,Machine Line code,Machine Line,Size Class Flag,Brand Owner code,Brand Owner ,Brand,Brand Nationality,Source,FID
2024,Region Europe,MA Volvo EU Owned Dealers,Italy,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,34
2024,Region Europe,MA Volvo EU Owned Dealers,Italy,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,191
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,9
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,68
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,246
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,123
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,55
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,350,Compact Wheel Loaders,<7,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,350,Compact Wheel Loaders,10<12,VCE,Volvo CE,Volvo,Sweden,SAL,31
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,70
2024,Region Europe,MA Volvo EU Owned Dealers,Norway,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,450
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,11
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,105
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,81
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,114
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Rokbak,United Kingdom,SAL,1
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,35
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,350,Compact Wheel Loaders,<7,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,350,Compact Wheel Loaders,10<12,VCE,Volvo CE,Volvo,Sweden,SAL,9
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,43
2024,Region Europe,MA Volvo EU Owned Dealers,Poland,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,129
2024,Region India,MA India,India,300,Compact Excavators,Midi,VCE,Volvo CE,SDLG,China,SAL,23
2024,Region India,MA India,India,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region India,MA India,India,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,15
2024,Region India,MA India,India,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,"1,128"
2024,Region India,MA India,India,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,400
2024,Region India,MA India,India,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,102
2024,Region International,MA Africa,South Africa,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,39
2024,Region International,MA Africa,South Africa,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,55
2024,Region International,MA Africa,South Africa,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,316
2024,Region International,MA Africa,South Africa,340,Rigid Haulers,Rigid Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region International,MA Africa,South Africa,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,3
2024,Region International,MA Africa,South Africa,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,20
2024,Region International,MA Africa,South Africa,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,103
2023,Region Asia,MA Indonesia,Indonesia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,48
2023,Region Asia,MA Indonesia,Indonesia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,12
2023,Region Asia,MA Indonesia,Indonesia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,47
2023,Region Asia,MA Indonesia,Indonesia,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region Asia,MA Japan,Japan,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2023,Region Asia,MA Japan,Japan,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region Asia,MA Korea,South Korea,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2023,Region Asia,MA Korea,South Korea,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,15
2023,Region Asia,MA SE Asia,Cambodia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,2
2023,Region Asia,MA SE Asia,Cambodia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2023,Region Asia,MA SE Asia,Malaysia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,4
2023,Region Asia,MA SE Asia,Malaysia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,4
2023,Region Asia,MA SE Asia,Philippines,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,46
2023,Region Asia,MA SE Asia,Philippines,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,34
2023,Region Asia,MA SE Asia,Philippines,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,46
2023,Region Asia,MA SE Asia,Philippines,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,2
2023,Region Asia,MA SE Asia,Philippines,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Asia,MA SE Asia,Singapore,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,11
2023,Region Asia,MA SE Asia,Singapore,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,5
2023,Region Asia,MA SE Asia,Taiwan,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Asia,MA SE Asia,Taiwan,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2023,Region Asia,MA SE Asia,Taiwan,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,4
2023,Region Asia,MA SE Asia,Thailand,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,10
2023,Region Asia,MA SE Asia,Thailand,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,5
2023,Region Asia,MA SE Asia,Thailand,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2023,Region Asia,MA SE Asia,Viet Nam,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2023,Region China,MA China,China,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,116
2023,Region China,MA China,China,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,96
2024,Region International,MA East,Oman,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region International,MA East,Oman,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,37
2024,Region International,MA East,Oman,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region International,MA East,Oman,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,70
2024,Region International,MA East,Oman,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,5
2023,Region China,MA China,China,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,8
2023,Region China,MA China,China,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,89
2023,Region China,MA China,China,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,12
2023,Region Europe,"MA ASC EU, IL & Balkan",Austria,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2023,Region Europe,"MA ASC EU, IL & Balkan",Austria,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region Europe,"MA ASC EU, IL & Balkan",Portugal,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2024,Region International,MA East,Qatar,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,3
2024,Region International,MA East,Qatar,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,3
2024,Region International,MA East,Qatar,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,9
2024,Region International,MA East,Qatar,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,4
2023,Region Europe,"MA ASC EU, IL & Balkan",Portugal,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,2
2024,Region International,MA East,Saudi Arabia,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,10
2024,Region International,MA East,Saudi Arabia,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,40
2024,Region International,MA East,Saudi Arabia,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,215
2024,Region International,MA East,Saudi Arabia,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,45
2024,Region International,MA East,Saudi Arabia,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,73
2024,Region International,MA East,Saudi Arabia,340,Rigid Haulers,Rigid Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region International,MA East,Saudi Arabia,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,4
2024,Region International,MA East,Saudi Arabia,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,116
2024,Region International,MA East,Saudi Arabia,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,38
2023,Region Europe,"MA ASC EU, IL & Balkan",Spain,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2023,Region Europe,"MA ASC EU, IL & Balkan",Spain,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,6
2023,Region Europe,MA France,France,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,37
2023,Region Europe,MA France,France,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,30
2023,Region Europe,MA SMT EU & Pat O'Donnell,Belgium,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2023,Region Europe,MA SMT EU & Pat O'Donnell,Ireland,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,3
2023,Region Europe,MA SMT EU & Pat O'Donnell,Ireland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,4
2024,Region International,MA East,Turkey,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,13
2024,Region International,MA East,Turkey,300,Compact Excavators,Mini,VCE,Volvo CE,SDLG,China,SAL,22
2024,Region International,MA East,Turkey,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,45
2024,Region International,MA East,Turkey,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,16
2024,Region International,MA East,Turkey,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,393
2024,Region International,MA East,Turkey,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region International,MA East,Turkey,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,10
2024,Region International,MA East,Turkey,350,Compact Wheel Loaders,10<12,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region International,MA East,Turkey,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,5
2024,Region International,MA East,Turkey,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region International,MA East,Turkey,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,34
2024,Region International,MA East,Turkey,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,288
2024,Region International,MA East,UAE,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region International,MA East,UAE,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region International,MA East,UAE,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,5
2024,Region International,MA East,UAE,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,50
2024,Region International,MA East,UAE,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,28
2024,Region International,MA East,UAE,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,129
2024,Region International,MA East,UAE,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region International,MA East,UAE,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,101
2024,Region International,MA East,UAE,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,59
2023,Region Europe,MA SMT EU & Pat O'Donnell,Netherlands,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,26
2023,Region Europe,MA SMT EU & Pat O'Donnell,Netherlands,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region Europe,MA SMT EU & Pat O'Donnell,United Kingdom,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,26
2023,Region Europe,MA SMT EU & Pat O'Donnell,United Kingdom,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,13
2023,Region Europe,MA Swecon & Robert Aebi,Germany,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,10
2023,Region Europe,MA Swecon & Robert Aebi,Germany,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,34
2023,Region Europe,MA Swecon & Robert Aebi,Sweden,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,7
2024,Region International,MA Oceania,Australia,300,Compact Excavators,Midi,VCE,Volvo CE,Volvo,Sweden,SAL,8
2024,Region International,MA Oceania,Australia,300,Compact Excavators,Mini,VCE,Volvo CE,SDLG,China,SAL,6
2024,Region International,MA Oceania,Australia,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,32
2024,Region International,MA Oceania,Australia,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,166
2024,Region International,MA Oceania,Australia,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,8
2024,Region International,MA Oceania,Australia,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Rokbak,United Kingdom,SAL,25
2024,Region International,MA Oceania,Australia,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,161
2024,Region International,MA Oceania,Australia,350,Compact Wheel Loaders,10<12,VCE,Volvo CE,Volvo,Sweden,SAL,5
2024,Region International,MA Oceania,Australia,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region International,MA Oceania,Australia,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region International,MA Oceania,Australia,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,8
2024,Region International,MA Oceania,Australia,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,291
2023,Region Europe,MA Swecon & Robert Aebi,Sweden,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,3
2024,Region Latin America,MA Argentina,Argentina,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region Latin America,MA Argentina,Argentina,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,38
2024,Region Latin America,MA Argentina,Argentina,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,6
2024,Region Latin America,MA Argentina,Argentina,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,19
2024,Region Latin America,MA Argentina,Argentina,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Argentina,Argentina,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,60
2024,Region Latin America,MA Argentina,Argentina,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,31
2023,Region Europe,MA Swecon & Robert Aebi,Switzerland,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2023,Region Europe,MA Swecon & Robert Aebi,Switzerland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,5
2023,Region Europe,MA Volvo EU Owned Dealers,Denmark,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2023,Region Europe,MA Volvo EU Owned Dealers,Finland,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,32
2023,Region Europe,MA Volvo EU Owned Dealers,Finland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,2
2023,Region Europe,MA Volvo EU Owned Dealers,Italy,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,17
2023,Region Europe,MA Volvo EU Owned Dealers,Italy,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,3
2023,Region Europe,MA Volvo EU Owned Dealers,Norway,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,35
2023,Region Europe,MA Volvo EU Owned Dealers,Norway,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region Europe,MA Volvo EU Owned Dealers,Poland,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,7
2023,Region Europe,MA Volvo EU Owned Dealers,Poland,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,14
2023,Region India,MA India,India,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,61
2023,Region India,MA India,India,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,440
2023,Region India,MA India,India,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,42
2023,Region International,MA Africa,South Africa,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,6
2023,Region International,MA Africa,South Africa,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2023,Region International,MA Africa,South Africa,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,2
2023,Region International,MA East,Oman,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,6
2023,Region International,MA East,Oman,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,10
2023,Region International,MA East,Oman,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region International,MA East,Oman,410,Backhoe Loaders,Backhoe Loaders,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region International,MA East,Saudi Arabia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,23
2023,Region International,MA East,Saudi Arabia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,8
2023,Region International,MA East,Saudi Arabia,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2023,Region International,MA East,UAE,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,3
2023,Region International,MA East,UAE,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,5
2023,Region International,MA East,UAE,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,3
2023,Region Latin America,MA Argentina,Argentina,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,19
2023,Region Latin America,MA Argentina,Argentina,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Latin America,MA Argentina,Argentina,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,3
2023,Region Latin America,MA Brazil,Brazil,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,17
2023,Region Latin America,MA Hispanic,Chile,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,2
2023,Region Latin America,MA Hispanic,Chile,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2023,Region Latin America,MA Hispanic,Ecuador,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Latin America,MA Hispanic,Ecuador,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,3
2023,Region Latin America,MA Hispanic,Mexico,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,7
2023,Region Latin America,MA Hispanic,Mexico,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Brazil,Brazil,300,Compact Excavators,Midi,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Brazil,Brazil,300,Compact Excavators,Mini,VCE,Volvo CE,SDLG,China,SAL,9
2024,Region Latin America,MA Brazil,Brazil,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,8
2024,Region Latin America,MA Brazil,Brazil,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,92
2024,Region Latin America,MA Brazil,Brazil,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,508
2024,Region Latin America,MA Brazil,Brazil,320,GPE Wheel Excavators,>11t,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Brazil,Brazil,330,Articulated Haulers,Articulated Haulers,VCE,Volvo CE,Volvo,Sweden,SAL,15
2024,Region Latin America,MA Brazil,Brazil,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,SDLG,China,SAL,85
2024,Region Latin America,MA Brazil,Brazil,350,Compact Wheel Loaders,7<10,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region Latin America,MA Brazil,Brazil,360,GPE Wheel Loaders,>12,VCE,Volvo CE,SDLG,China,SAL,284
2024,Region Latin America,MA Brazil,Brazil,360,GPE Wheel Loaders,>12,VCE,Volvo CE,Volvo,Sweden,SAL,620
2023,Region Latin America,MA Hispanic,Nicaragua,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Latin America,MA Hispanic,Nicaragua,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2023,Region Latin America,MA Hispanic,Panama,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Latin America,MA Hispanic,Panama,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,4
2023,Region Latin America,MA Hispanic,Peru,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,4
2023,Region Latin America,MA Hispanic Central,Paraguay,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2023,Region Latin America,MA Hispanic Central,Uruguay,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region Latin America,MA Hispanic Central,Uruguay,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,1
2023,Region North America,MA Canada,Canada,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,41
2023,Region North America,MA United States,United States,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,867
2023,Region North America,MA United States,United States,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo - Blaw Knox,United States,SAL,1
2023,Region North America,MA United States,United States,420,Skid Steer Loaders,Skid Steer Loaders,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Asia,MA Asia East,Japan,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Asia,MA Asia East,Malaysia,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,2
2024,Region Asia,MA Asia East,Malaysia,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,4
2024,Region Asia,MA Asia East,Philippines,380,Motor Graders,Motor Graders,VCE,Volvo CE,SDLG,China,SAL,7
2024,Region Asia,MA Asia East,Philippines,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,4
2024,Region Asia,MA Asia East,Philippines,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,26
2024,Region Asia,MA Asia East,Philippines,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,1
2024,Region Asia,MA Asia East,Singapore,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,Volvo,Sweden,SAL,2
2024,Region Asia,MA Asia East,Singapore,400,Paving Machines,Paving Machines,VCE,Volvo CE,Volvo,Germany,SAL,2
2024,Region Asia,MA Asia East,Taiwan,390,Compaction Machines,Compaction Machines,VCE,Volvo CE,SDLG,China,SAL,1
2024,Region Latin America,MA Hispanic,Chile,300,Compact Excavators,Mini,VCE,Volvo CE,Volvo,Sweden,SAL,1
2024,Region Latin America,MA Hispanic,Chile,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,SDLG,China,SAL,10
2024,Region Latin America,MA Hispanic,Chile,310,GPE Crawler Excavators,>10t,VCE,Volvo CE,Volvo,Sweden,SAL,77
